chrom	start	end	optimal_ru	coding	period	obs_het	ABC_s_median	ABC_s_95%_CI	Num_s_accepted(max_5000)	Likelihood_0	Likelihood_s	LR	LogLR	LRT_p_value
chr6	42453263	42453277	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	42455844	42455858	5	0.0	3	0.0350354	4e-05	(0 , 0.00035)	7	0.005	0.005	1.0	-0.0	1.0
chr6	42493563	42493583	7	0.0	3	0.0037222	0.0002	(0 , 0.01267)	292	0.075	0.065	1.1538462	-0.2862017	1.0
chr6	42526526	42526540	5	0.0	3	0.0005322	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr6	42550684	42550701	6	0.0	3	0.0005323	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr6	42576429	42576443	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	42633164	42633193	10	0.0	3	0.3772229	0.00013	(0 , 0.00263)	1340	0.4	0.38	1.0526316	-0.1025866	1.0
chr6	42640034	42640048	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	42641452	42641469	6	0.0	3	0.0171514	9e-05	(0 , 0.00606)	21	0.02	0.02	1.0	-0.0	1.0
chr6	42662940	42662954	5	0.0	3	0.02238	3e-05	(0 , 5e-05)	5	0.01	0.005	2.0	-1.3862944	1.0
chr6	42666489	42666503	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	42724125	42724139	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	42782026	42782046	7	0.0	3	0.0765022	0.0	(0 , 0.00251)	48	0.025	0.025	1.0	-0.0	1.0
chr6	42802429	42802461	11	0.0	3	0.0965119	0.02706	(0 , 0.04564)	393	0.045	1.005	0.0447761	6.2121607	0.0126876
chr6	42839304	42839318	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	42855547	42855573	9	0.0	3	0.0969429	0.00042	(0 , 0.00467)	407	0.08	0.155	0.516129	1.322797	0.2500907
chr6	42861132	42861149	6	0.0	3	0.0007984	0.00037	(0 , 0.02781)	453	0.115	0.105	1.0952381	-0.1819436	1.0
chr6	42917191	42917232	15	0.0	3	0.725804	0.00026	(0 , 0.00481)	2813	0.615	0.85	0.7235294	0.6472282	0.4211054
chr6	42917527	42917568	14	0.0	3	0.5739991	0.00035	(0 , 0.00669)	3136	0.645	0.84	0.7678571	0.5283032	0.4673211
chr6	42921101	42921115	5	0.0	3	0.0029236	7e-05	(0 , 0.01179)	10	0.015	0.01	1.5	-0.8109302	1.0
chr6	42928449	42928463	5	0.0	3	0.0031898	0.0001	(0 , 0.01158)	11	0.015	0.005	3.0	-2.1972246	1.0
chr6	42929620	42929646	9	1.0	3	0.0042528	0.02953	(0 , 0.0679)	363	0.015	0.69	0.0217391	7.6572828	0.0056544
chr6	42931715	42931732	6	0.0	3	0.07588	7e-05	(0 , 0.00027)	9	0.005	0.02	0.25	2.7725887	0.095891
chr6	43076278	43076295	6	0.0	3	0.0021296	0.00028	(0 , 0.01267)	128	0.055	0.025	2.2	-1.5769147	1.0
chr6	43166216	43166242	9	0.0	3	0.37143	2e-05	(0 , 0.00131)	929	0.375	0.345	1.0869565	-0.1667632	1.0
chr6	43242066	43242083	6	0.0	3	0.1423588	3e-05	(0 , 0.00194)	14	0.01	0.01	1.0	-0.0	1.0
chr6	43279759	43279782	8	0.0	3	0.4043976	0.0	(0 , 0.00081)	512	0.255	0.255	1.0	-0.0	1.0
chr6	43303485	43303499	5	0.0	3	0.3155277	0.00029	(0.00017 , 0.00041)	2	0.005	0.005	1.0	-0.0	1.0
chr6	43311383	43311403	7	0.0	3	0.0297637	3e-05	(0 , 0.00568)	51	0.015	0.04	0.375	1.9616585	0.1613361
chr6	43315675	43315692	6	0.0	3	0.0005323	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr6	43368026	43368040	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	43377535	43377549	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	43409023	43409040	6	0.0	3	0.0127041	0.0	(0 , 0.00367)	31	0.015	0.015	1.0	-0.0	1.0
chr6	43474583	43474612	10	0.0	3	0.1620462	0.00233	(0 , 0.00724)	722	0.095	0.405	0.2345679	2.9000204	0.0885784
chr6	43535264	43535278	5	0.0	3	0.08234	0.0	(0 , 4e-05)	3	0.005	0.005	1.0	-0.0	1.0
chr6	43578393	43578407	5	0.0	3	0.0071649	0.00013	(0 , 0.0131)	9	0.01	0.005	2.0	-1.3862944	1.0
chr6	43582528	43582548	7	0.0	3	0.075035	0.0	(0 , 0.00244)	51	0.025	0.025	1.0	-0.0	1.0
chr6	43659729	43659743	5	0.0	3	0.0005322	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr6	43664204	43664227	8	0.0	3	0.0646832	8e-05	(0 , 0.0043)	185	0.075	0.055	1.3636364	-0.6203099	1.0
chr6	43667682	43667696	5	0.0	3	0.0752305	2e-05	(0 , 4e-05)	2	0.005	0.005	1.0	-0.0	1.0
chr6	43684111	43684128	6	0.0	3	0.0053119	0.00012	(0 , 0.00871)	53	0.005	0.025	0.2	3.2188758	0.0727936
chr6	43730033	43730059	9	0.0	3	0.1004079	0.00042	(0 , 0.00454)	399	0.085	0.16	0.53125	1.2650451	0.2606983
chr6	43754490	43754504	5	0.0	3	0.0010644	0.00024	(0 , 0.01235)	45	0.02	0.02	1.0	-0.0	1.0
chr6	43920642	43920659	6	0.0	3	0.0007986	0.00037	(0 , 0.02781)	453	0.115	0.105	1.0952381	-0.1819436	1.0
chr6	43991835	43991852	6	0.0	3	0.0002666	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr6	44002767	44002793	9	0.0	3	0.2776764	4e-05	(0 , 0.00191)	575	0.175	0.21	0.8333333	0.3646431	0.5459388
chr6	44015149	44015163	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	44052762	44052797	12	0.0	3	0.6544152	0.00028	(0 , 0.00551)	3089	0.67	0.91	0.7362637	0.6123338	0.4339105
chr6	44088253	44088267	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	44160633	44160653	7	0.0	3	0.0174217	8e-05	(0 , 0.00631)	98	0.03	0.035	0.8571429	0.3083014	0.5787244
chr6	44183962	44183976	5	0.0	3	0.0058386	0.00013	(0 , 0.01282)	10	0.01	0.005	2.0	-1.3862944	1.0
chr6	44316449	44316463	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	44525740	44525757	6	0.0	3	0.0007984	0.00037	(0 , 0.02781)	453	0.115	0.105	1.0952381	-0.1819436	1.0
chr6	44644050	44644064	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	44890754	44890771	6	0.0	3	0.2794217	2e-05	(0 , 0.00194)	21	0.015	0.015	1.0	-0.0	1.0
chr6	44960333	44960356	8	0.0	3	0.0124446	0.00039	(0 , 0.00907)	505	0.085	0.13	0.6538462	0.8497664	0.3566184
chr6	45006039	45006056	6	0.0	3	0.0023936	0.0004	(0 , 0.012)	103	0.05	0.035	1.4285714	-0.7133499	1.0
chr6	45012738	45012752	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	45082330	45082344	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	45083168	45083206	10	0.0	3	0.6229572	5e-05	(0 , 0.00145)	1625	0.545	0.495	1.1010101	-0.1924561	1.0
chr6	45162226	45162243	6	0.0	3	0.002925	0.00024	(0 , 0.01167)	73	0.035	0.035	1.0	-0.0	1.0
chr6	45204251	45204280	9	0.0	3	0.8836541	0.0	(0 , 0.00038)	205	0.11	0.11	1.0	-0.0	1.0
chr6	45362057	45362077	7	0.0	3	0.0034563	0.00024	(0 , 0.01315)	359	0.075	0.065	1.1538462	-0.2862017	1.0
chr6	45442365	45442376	4	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	45457637	45457648	4	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	45506657	45506674	6	0.0	3	0.0002661	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr6	45515702	45515716	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	45523256	45523270	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	45571732	45571746	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	45621015	45621029	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	45638787	45638807	7	0.0	3	0.2638434	3e-05	(0 , 0.00066)	66	0.06	0.03	2.0	-1.3862944	1.0
chr6	45820014	45820040	9	0.0	3	0.1887476	0.00011	(0 , 0.00257)	470	0.125	0.075	1.6666667	-1.0216512	1.0
chr6	45852527	45852544	6	0.0	3	0.0127061	0.0	(0 , 0.00367)	31	0.015	0.015	1.0	-0.0	1.0
chr6	45880680	45880694	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	45908158	45908172	5	0.0	3	0.0005324	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr6	45935934	45935948	5	0.0	3	0.0090112	0.0001	(0 , 0.01349)	8	0.01	0.005	2.0	-1.3862944	1.0
chr6	45957160	45957174	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	45959519	45959551	7	0.0	3	0.2167781	3e-05	(0 , 0.00077)	60	0.045	0.03	1.5	-0.8109302	1.0
chr6	46002247	46002264	6	0.0	3	0.0160595	4e-05	(0 , 0.00553)	25	0.02	0.015	1.3333333	-0.5753641	1.0
chr6	46019829	46019846	6	0.0	3	0.0045158	0.00012	(0 , 0.01116)	64	0.01	0.025	0.4	1.8325815	0.1758229
chr6	46026202	46026216	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	46096752	46096769	6	0.0	3	0.0018622	0.00026	(0 , 0.01329)	110	0.045	0.025	1.8	-1.1755733	1.0
chr6	46188277	46188294	6	0.0	3	0.0021273	0.00028	(0 , 0.01267)	128	0.055	0.025	2.2	-1.5769147	1.0
chr6	46398423	46398437	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	46519626	46519640	5	0.0	3	0.0002662	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	46540596	46540613	6	0.0	3	0.0171514	9e-05	(0 , 0.00606)	21	0.02	0.02	1.0	-0.0	1.0
chr6	46552752	46552766	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	46601666	46601701	12	0.0	3	0.3198867	0.0067	(0 , 0.01522)	979	0.17	0.755	0.2251656	2.9818386	0.0842036
chr6	46697890	46697907	6	0.0	3	0.0010645	0.00028	(0 , 0.01596)	224	0.065	0.05	1.3	-0.5247285	1.0
chr6	46750031	46750045	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	46764741	46764761	7	0.0	3	0.0026606	0.00019	(0 , 0.01332)	501	0.125	0.085	1.4705882	-0.771325	1.0
chr6	46876606	46876620	5	0.0	3	0.0005322	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr6	46915289	46915315	9	0.0	3	0.3240313	3e-05	(0 , 0.00149)	696	0.25	0.235	1.0638298	-0.1237508	1.0
chr6	46990764	46990778	5	0.0	3	0.1050232	0.0	(0 , 0)	3	0.005	0.005	1.0	-0.0	1.0
chr6	47045764	47045778	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	47094149	47094163	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	47185107	47185121	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	47367613	47367630	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr6	47449265	47449279	5	0.0	3	0.0002668	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	47466603	47466617	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	47478192	47478209	6	0.0	3	0.0087787	4e-05	(0 , 0.00345)	40	0.01	0.01	1.0	-0.0	1.0
chr6	47499735	47499755	7	0.0	3	0.0023945	0.00025	(0 , 0.01356)	577	0.125	0.155	0.8064516	0.4302228	0.5118797
chr6	47566482	47566496	5	0.0	3	0.003193	0.0001	(0 , 0.01158)	11	0.015	0.005	3.0	-2.1972246	1.0
chr6	47813069	47813113	14	0.0	3	0.8386205	0.00029	(0 , 0.00391)	2180	0.505	0.72	0.7013889	0.7093856	0.3996479
chr6	47865786	47865803	6	0.0	3	0.0031893	0.00024	(0 , 0.01153)	77	0.035	0.035	1.0	-0.0	1.0
chr6	47942645	47942659	5	0.0	3	0.0071608	0.00013	(0 , 0.0131)	9	0.01	0.005	2.0	-1.3862944	1.0
chr6	47953078	47953092	7	0.0	3	0.0324647	3e-05	(0 , 0.00577)	54	0.015	0.025	0.6	1.0216512	0.3121276
chr6	48002755	48002778	8	0.0	3	0.2926414	1e-05	(0 , 0.00136)	298	0.12	0.165	0.7272727	0.6369075	0.4248329
chr6	48122439	48122462	8	0.0	3	0.0142831	0.00036	(0 , 0.00852)	447	0.095	0.125	0.76	0.5488737	0.4587783
chr6	48205120	48205137	6	0.0	3	0.0015957	0.00028	(0 , 0.01483)	153	0.06	0.025	2.4	-1.7509375	1.0
chr6	48267223	48267237	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	48310196	48310240	12	0.0	3	0.4520125	0.0005	(0 , 0.00954)	1986	0.38	0.305	1.2459016	-0.439719	1.0
chr6	48383821	48383835	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	48440627	48440653	9	0.0	3	0.0076944	0.01628	(0 , 0.03602)	510	0.02	0.84	0.0238095	7.4753392	0.006255
chr6	48574718	48574735	6	0.0	3	0.0002661	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr6	48688151	48688183	11	0.0	3	0.7205245	0.00021	(0 , 0.00374)	2564	0.62	0.715	0.8671329	0.2851261	0.5933609
chr6	48733018	48733035	6	0.0	3	0.025249	0.00011	(0 , 0.00556)	23	0.02	0.005	4.0	-2.7725887	1.0
chr6	48762682	48762696	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	48772079	48772093	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	48786870	48786887	6	0.0	3	0.0018622	0.00026	(0 , 0.01329)	110	0.045	0.025	1.8	-1.1755733	1.0
chr6	48807416	48807433	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr6	48820473	48820493	7	0.0	3	0.0010647	0.00053	(0 , 0.02498)	1103	0.22	0.22	1.0	-0.0	1.0
chr6	48839120	48839134	5	0.0	3	0.0002662	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	48853789	48853803	5	0.0	3	0.0002664	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	48874707	48874724	6	0.0	3	0.0015968	0.00028	(0 , 0.01483)	153	0.06	0.025	2.4	-1.7509375	1.0
chr6	48909718	48909732	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	48910739	48910765	9	0.0	3	0.4978254	1e-05	(0 , 0.00094)	1222	0.52	0.475	1.0947368	-0.181028	1.0
chr6	49036423	49036437	5	0.0	3	0.0239344	3e-05	(0 , 5e-05)	5	0.01	0.005	2.0	-1.3862944	1.0
chr6	49042932	49042955	8	0.0	3	0.0294176	9e-05	(0 , 0.00534)	277	0.045	0.075	0.6	1.0216512	0.3121276
chr6	49102057	49102071	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	49183048	49183062	5	0.0	3	0.0034542	0.0001	(0 , 0.01158)	11	0.015	0.005	3.0	-2.1972246	1.0
chr6	49260639	49260653	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	49310827	49310856	17	0.0	3	0.8030901	0.00028	(0 , 0.00412)	2383	0.52	0.755	0.6887417	0.7457779	0.3878163
chr6	49354694	49354708	5	0.0	3	0.0007984	0.00065	(0 , 0.01871)	100	0.025	0.02	1.25	-0.4462871	1.0
chr6	49508978	49508992	5	0.0	3	0.0002662	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	49514904	49514918	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	49518187	49518207	7	0.0	3	0.0007983	0.00058	(0 , 0.03018)	1572	0.27	0.29	0.9310345	0.1429179	0.7053973
chr6	49525211	49525228	6	0.0	3	0.0192467	7e-05	(0 , 0.00598)	20	0.015	0.015	1.0	-0.0	1.0
chr6	49557255	49557269	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	49608755	49608769	5	0.0	3	0.0047824	0.00016	(0 , 0.01554)	11	0.015	0.01	1.5	-0.8109302	1.0
chr6	49615388	49615405	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr6	49791478	49791501	8	0.0	3	0.0256356	0.00015	(0 , 0.00598)	298	0.05	0.1	0.5	1.3862944	0.2390319
chr6	49816550	49816564	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	49891454	49891468	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	49917613	49917627	6	0.0	3	0.4898425	0.0	(0 , 0.00062)	32	0.025	0.025	1.0	-0.0	1.0
chr6	49920849	49920896	14	0.0	3	0.6732925	0.00028	(0 , 0.00538)	3020	0.66	0.905	0.7292818	0.6313902	0.4268458
chr6	50037127	50037141	5	0.0	3	0.0021271	8e-05	(0 , 0.01185)	21	0.015	0.01	1.5	-0.8109302	1.0
chr6	50273347	50273364	6	0.0	3	0.0013303	0.00027	(0 , 0.01575)	240	0.065	0.05	1.3	-0.5247285	1.0
chr6	50277708	50277722	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	50299566	50299583	6	0.0	3	0.0002661	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr6	50370752	50370766	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	50460498	50460512	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	50660011	50660025	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	50670797	50670811	5	0.0	3	0.0005324	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr6	50828481	50828495	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	50852182	50852196	5	0.0	3	0.0005322	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr6	51075220	51075234	5	0.0	3	0.0100633	5e-05	(0 , 0.00068)	6	0.005	0.005	1.0	-0.0	1.0
chr6	51104852	51104866	5	0.0	3	0.0007986	0.00065	(0 , 0.01871)	100	0.025	0.02	1.25	-0.4462871	1.0
chr6	51115121	51115135	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	51132840	51132854	5	0.0	3	0.0005322	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr6	51158640	51158654	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	51163320	51163334	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	51246580	51246600	7	0.0	3	0.0050492	0.00029	(0 , 0.01032)	236	0.065	0.06	1.0833333	-0.1600854	1.0
chr6	51292242	51292256	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	51347106	51347123	6	0.0	3	0.0427219	3e-05	(0 , 0.00589)	17	0.01	0.015	0.6666667	0.8109302	0.3678454
chr6	51445760	51445792	13	0.0	3	0.7588743	0.00027	(0 , 0.00449)	2656	0.58	0.81	0.7160494	0.6680123	0.4137455
chr6	51457588	51457602	5	0.0	3	0.5	6e-05	(0 , 0.00039)	6	0.015	0.01	1.5	-0.8109302	1.0
chr6	51506890	51506907	6	0.0	3	0.0007983	0.00037	(0 , 0.02781)	453	0.115	0.105	1.0952381	-0.1819436	1.0
chr6	51680132	51680149	6	0.0	3	0.0018617	0.00026	(0 , 0.01329)	110	0.045	0.025	1.8	-1.1755733	1.0
chr6	51800380	51800397	6	0.0	3	0.0050457	0.00011	(0 , 0.01125)	56	0.005	0.025	0.2	3.2188758	0.0727936
chr6	51866048	51866062	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	51992238	51992252	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	51994565	51994579	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	52018514	52018534	7	0.0	3	0.0	0.00258	(0 , 0.09002)	1192	0.2	0.235	0.8510638	0.3225363	0.5700874
chr6	52063712	52063726	5	0.0	3	0.0005323	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr6	52237495	52237512	6	0.0	3	0.0249698	0.00011	(0 , 0.00556)	23	0.02	0.005	4.0	-2.7725887	1.0
chr6	52307765	52307782	5	0.0	3	0.4190692	6e-05	(0 , 0.00039)	6	0.015	0.01	1.5	-0.8109302	1.0
chr6	52348080	52348097	6	0.0	3	0.0013301	0.00027	(0 , 0.01575)	240	0.065	0.05	1.3	-0.5247285	1.0
chr6	52585981	52586001	7	0.0	3	0.4917209	0.0	(0 , 0.00042)	122	0.085	0.085	1.0	-0.0	1.0
chr6	52614348	52614365	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr6	52727630	52727644	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	52767047	52767085	11	0.0	3	0.5419527	0.00035	(0 , 0.00573)	2737	0.585	0.665	0.8796992	0.2563504	0.6126386
chr6	52807383	52807424	12	0.0	3	0.618136	0.00028	(0 , 0.00598)	3220	0.7	0.915	0.7650273	0.5356875	0.4642255
chr6	52885660	52885674	5	0.0	3	0.0015962	0.00011	(0 , 0.01166)	27	0.015	0.02	0.75	0.5753641	0.4481352
chr6	52927317	52927334	6	0.0	3	0.0161045	4e-05	(0 , 0.00553)	25	0.02	0.015	1.3333333	-0.5753641	1.0
chr6	52941299	52941316	6	0.0	3	0.0002661	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr6	52945581	52945598	6	0.0	3	0.0184583	9e-05	(0 , 0.00613)	19	0.015	0.02	0.75	0.5753641	0.4481352
chr6	53087039	53087059	7	0.0	3	0.0015968	0.00037	(0 , 0.01819)	953	0.185	0.21	0.8809524	0.2535034	0.6146189
chr6	53121813	53121830	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr6	53185905	53185919	5	0.0	3	0.0095413	5e-05	(0 , 0.01348)	8	0.005	0.005	1.0	-0.0	1.0
chr6	53200944	53200961	6	0.0	3	0.0200243	7e-05	(0 , 0.00598)	20	0.015	0.015	1.0	-0.0	1.0
chr6	53237461	53237478	6	0.0	3	0.0004289	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr6	53294597	53294611	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	53309298	53309315	6	0.0	3	0.0002661	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr6	53544654	53544674	7	0.0	3	0.5543873	0.0	(0 , 0.00037)	107	0.08	0.08	1.0	-0.0	1.0
chr6	53548341	53548355	5	0.0	3	0.0002662	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr6	53576746	53576775	10	0.0	3	0.4704265	7e-05	(0 , 0.00204)	1762	0.54	0.61	0.8852459	0.2437796	0.6214895
chr6	53807748	53807780	9	0.0	3	0.2695504	5e-05	(0 , 0.00213)	563	0.16	0.245	0.6530612	0.8521688	0.3559395
chr6	53819342	53819356	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	53844648	53844668	7	0.0	3	0.001596	0.00037	(0 , 0.01819)	953	0.185	0.21	0.8809524	0.2535034	0.6146189
chr6	54023171	54023197	8	0.0	3	0.4306197	0.0	(0 , 0.00081)	502	0.255	0.255	1.0	-0.0	1.0
chr6	54024831	54024851	7	0.0	3	0.0005322	0.00097	(0 , 0.04411)	1990	0.315	0.435	0.7241379	0.6455468	0.4217093
chr6	54224573	54224587	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr6	54240130	54240144	5	0.0	3	0.0010641	0.00024	(0 , 0.01235)	45	0.02	0.02	1.0	-0.0	1.0
